"patch_W [mm]","Freq [GHz]","S(1,1) []"
3,31.3125,0.336352208461844 + 0.816484983474924i
3,31.375,0.371374039591352 + 0.798841844278794i
3,31.4375,0.405512755537532 + 0.779617574231713i
3,31.5,0.438692181609427 + 0.758855028754492i
3,31.5625,0.470838211536568 + 0.736601019439505i
3,31.625,0.501879033099293 + 0.712906204086806i
3,31.6875,0.531745345944535 + 0.687824962002327i
3,31.75,0.560370570413979 + 0.661415255346072i
3,31.8125,0.587691046306159 + 0.633738477434005i
3,31.875,0.613646220602023 + 0.604859289001148i
3,31.9375,0.638178823302899 + 0.574845443523948i
3,32,0.661235030659352 + 0.543767602775657i
3,32.0625,0.682764615207068 + 0.511699143848033i
3,32.125,0.70272108216951 + 0.478715958915651i
3,32.1875,0.72106179193479 + 0.444896249044471i
3,32.25,0.737748068463886 + 0.410320313353763i
3,32.3125,0.752745293636527 + 0.375070334830301i
3,32.375,0.766022987688176 + 0.339230164065498i
3,32.4375,0.777554876034145 + 0.302885102140737i
3,32.5,0.787318942913146 + 0.266121683824062i
3,32.5625,0.795297472410806 + 0.229027462163238i
3,32.625,0.801477077541991 + 0.191690795467343i
3,32.6875,0.805848718177754 + 0.154200637562384i
3,32.75,0.808407708696998 + 0.116646332087249i
3,32.8125,0.809153716323182 + 0.0791174114660887i
3,32.875,0.808090751171671 + 0.0417034010532695i
3,32.9375,0.805227149082615 + 0.00449362879868602i
3,33,0.800575548346807 - 0.0324229593737222i
3,33.0625,0.794152861447056 - 0.0689579784419381i
3,33.125,0.78598024293474 - 0.10502377754831i
3,33.1875,0.776083054539675 - 0.14053360794739i
3,33.25,0.764490828570882 - 0.175401786105925i
3,33.3125,0.751237230605632 - 0.209543852589539i
3,33.375,0.736360022383887 - 0.242876727536409i
3,33.4375,0.719901025724202 - 0.275318863680935i
3,33.5,0.701906088154805 - 0.306790398048358i
3,33.5625,0.682425050809134 - 0.337213303592626i
3,33.625,0.661511718967761 - 0.366511542192911i
3,33.6875,0.639223835437474 - 0.394611220556868i
3,33.75,0.615623056742483 - 0.42144075069833i
3,33.8125,0.590774931861051 - 0.446931016761179i
3,33.875,0.564748882972652 - 0.471015550045891i
3,33.9375,0.537618187385056 - 0.493630714157095i
3,34,0.509459959486786 - 0.514715902224692i
3,34.0625,0.480355131218324 - 0.534213748152394i
3,34.125,0.450388429175049 - 0.552070353809745i
3,34.1875,0.41964834604752 - 0.568235534000011i
3,34.25,0.388227103672223 - 0.582663080898548i
3,34.3125,0.356220604511597 - 0.595311049456051i
3,34.375,0.323728367910832 - 0.606142064988607i
3,34.4375,0.290853446997578 - 0.615123653821745i
3,34.5,0.257702321608653 - 0.622228597408033i
3,34.5625,0.22438476215667 - 0.627435309786671i
3,34.625,0.191013658905326 - 0.630728237588608i
3,34.6875,0.15770481072302 - 0.632098281002939i
3,34.75,0.124576667053761 - 0.631543233202258i
3,34.8125,0.0917500166089741 - 0.629068234671804i
3,34.875,0.0593476161748824 - 0.624686237699061i
3,34.9375,0.0274937529829146 - 0.618418474961853i
3,35,-0.00368626565621238 - 0.610294924715546i
3,35.0625,-0.0340667012590897 - 0.600354763543951i
3,35.125,-0.0635220566422825 - 0.588646796034122i
3,35.1875,-0.0919278358812679 - 0.57522984910453i
3,35.25,-0.119161394206606 - 0.560173117113808i
3,35.3125,-0.145102878423062 - 0.543556442372294i
3,35.375,-0.169636256154679 - 0.525470514353627i
3,35.4375,-0.192650429512651 - 0.506016969854675i
3,35.5,-0.214040425666122 - 0.485308375686665i
3,35.5625,-0.233708653306703 - 0.463468075313705i
3,35.625,-0.251566210202294 - 0.440629881305477i
3,35.6875,-0.267534223034138 - 0.4169375966532i
3,35.75,-0.281545196637424 - 0.392544350014201i
3,35.8125,-0.293544345789781 - 0.367611732880628i
3,35.875,-0.303490879015889 - 0.342308730558601i
3,35.9375,-0.311359200728972 - 0.316810443697614i
3,36,-0.317139995657162 - 0.291296602873424i
3,36.0625,-0.320841158154156 - 0.265949885284238i
3,36.125,-0.32248852890552 - 0.240954049784524i
3,36.1875,-0.322126402917786 - 0.216491913997634i
3,36.25,-0.319817775666594 - 0.192743204798233i
3,36.3125,-0.315644298957155 - 0.169882320665973i
3,36.375,-0.309705924397714 - 0.148076050876011i
3,36.4375,-0.302120220280687 - 0.127481301794535i
3,36.5,-0.29302135687175 - 0.108242884292855i
3,36.5625,-0.282558765280917 - 0.0904914181390538i
3,36.625,-0.270895485792521 - 0.0743414089139165i
3,36.6875,-0.258206232252564 - 0.0598895503823809i
3,36.75,-0.244675209301068 - 0.0472133003217963i
3,36.8125,-0.230493728342246 - 0.0363697706973901i
3,36.875,-0.215857675654251 - 0.02739496406068i
3,36.9375,-0.200964891522103 - 0.0203033775355367i
3,37,-0.186012522416548 - 0.0150879842599659i
3,37.0625,-0.171194408864206 - 0.0117205902484873i
3,37.125,-0.156698569742527 - 0.0101525529343206i
3,37.1875,-0.142704839424356 - 0.0103158367272368i
3,37.25,-0.129382707772024 - 0.0121243713051348i
3,37.3125,-0.11688940483831 - 0.0154756704701814i
3,37.375,-0.10536826275364 - 0.0202526635456028i
3,37.4375,-0.09494737719246 - 0.0263256876300396i
3,37.5,-0.0857385805486963 - 0.0335545875864925i
3,37.5625,-0.0778367290094545 - 0.0417908713154997i
3,37.625,-0.071319296532999 - 0.0508798704299404i
3,37.6875,-0.06624626066044 - 0.060662860609666i
3,37.75,-0.0626602583694055 - 0.0709791013111614i
3,37.8125,-0.0605869849578126 - 0.0816677607588722i
3,37.875,-0.0600358052729275 - 0.0925696988723814i
3,37.9375,-0.0610005444337594 - 0.103529087635085i
3,38,-0.06346042441992 - 0.114394855078076i
3,38.0625,-0.0673811133505798 - 0.125021945285947i
3,38.125,-0.0727158557514317 - 0.135272392439301i
3,38.1875,-0.0794066543874689 - 0.145016211763893i
3,38.25,-0.0873854771056552 - 0.154132114288768i
3,38.3125,-0.0965754653761196 - 0.162508055506249i
3,38.375,-0.106892124656217 - 0.17004163039873i
3,38.4375,-0.118244480167837 - 0.176640328906168i
3,38.5,-0.13053618504364 - 0.18222166683269i
3,38.5625,-0.143666570961348 - 0.186713207523053i
3,38.625,-0.157531634274621 - 0.190052489478714i
3,38.6875,-0.172024953217981 - 0.192186874527794i
3,38.75,-0.187038533987827 - 0.193073330307416i
3,38.8125,-0.202463585376455 - 0.192678159746961i
3,38.875,-0.218191223170109 - 0.190976689032698i
3,38.9375,-0.234113106735263 - 0.187952924252867i
3,39,-0.25012201113671 - 0.183599185621032i
3,39.0625,-0.266112338788097 - 0.177915726896994i
3,39.125,-0.281980575063928 - 0.170910346401082i
3,39.1875,-0.297625692535757 - 0.162597994872675i
3,39.25,-0.312949508566735 - 0.15300038437321i
3,39.3125,-0.327857000938739 - 0.142145601486792i
3,39.375,-0.342256586022507 - 0.130067727232132i
3,39.4375,-0.356060363758501 - 0.11680646536778i
3,39.5,-0.369184333416018 - 0.102406780145525i
3,39.5625,-0.381548583758922 - 0.0869185440390888i
3,39.625,-0.393077460883523 - 0.0703961955401959i
3,39.6875,-0.403699716620646 - 0.0528984067639642i
3,39.75,-0.413348640019636 - 0.034487760332483i
3,39.8125,-0.42196217406561 - 0.0152304348009886i
3,39.875,-0.429483019428523 + 0.00480410225253634i
3,39.9375,-0.435858726708599 + 0.0255433944441228i
3,40,-0.441041778330735 + 0.0469122911213171i
3,40.0625,-0.444989660952934 + 0.0688332372413572i
3,40.125,-0.447664928992239 + 0.0912265595823053i
3,40.1875,-0.44903525963676 + 0.114010750224345i
3,40.25,-0.449073499504516 + 0.137102748160935i
3,40.3125,-0.447757702928681 + 0.16041821980415i
3,40.375,-0.445071161694031 + 0.183871839039167i
3,40.4375,-0.441002425919995 + 0.207377567363697i
3,40.5,-0.435545315680838 + 0.230848934521721i
3,40.5625,-0.428698922871942 + 0.254199319910785i
3,40.625,-0.420467602771592 + 0.277342234910527i
3,40.6875,-0.410860954708703 + 0.300191606149619i
3,40.75,-0.399893791227183 + 0.322662059600613i
3,40.8125,-0.387586095135208 + 0.344669205269857i
3,40.875,-0.37396296384144 + 0.366129922133068i
3,40.9375,-0.359054540407884 + 0.386962642859019i
3,41,-0.342895930789363 + 0.40708763776416i
3,41.0625,-0.325527106780446 + 0.426427297351334i
3,41.125,-0.306992794250223 + 0.444906412706603i
3,41.1875,-0.287342346312006 + 0.462452452959887i
3,41.25,-0.266629601146724 + 0.478995838958046i
3,41.3125,-0.244912724273775 + 0.494470212253033i
3,41.375,-0.222254035139729 + 0.508812698472611i
3,41.4375,-0.198719817971715 + 0.521964164116279i
3,41.5,-0.174380116916975 + 0.533869465803897i
3,41.5625,-0.149308515561707 + 0.544477690997862i
3,41.625,-0.123581900989401 + 0.553742389220483i
3,41.6875,-0.0972802126003982 + 0.561621792795048i
3,41.75,-0.0704861759696656 + 0.568079026150283i
3,41.8125,-0.0432850220680281 + 0.573082302741734i
3,41.875,-0.0157641922130595 + 0.576605108658205i
3,41.9375,0.011986970850235 + 0.578626371994749i
3,42,0.0398775453117182 + 0.579130617083636i
3,42.0625,0.0678153656530078 + 0.578108102679345i
3,42.125,0.0957073705340486 + 0.575554943190793i
3,42.1875,0.123459962730944 + 0.57147321204172i
3,42.25,0.150979380634153 + 0.565871026216768i
3,42.3125,0.178172080801703 + 0.558762611014734i
3,42.375,0.204945131043277 + 0.550168343980445i
3,42.4375,0.231206613483488 + 0.540114776922095i
3,42.5,0.256866037013331 + 0.528634634841293i
3,42.5625,0.28183475848266 + 0.51576679050884i
3,42.625,0.306026411909192 + 0.501556213311682i
3,42.6875,0.329357344875901 + 0.486053890877268i
3,42.75,0.351747061153644 + 0.469316721853856i
3,42.8125,0.3731186684141 + 0.451407378093204i
3,42.875,0.393399329684558 + 0.432394134350883i
3,42.9375,0.412520716936162 + 0.412350663495936i
3,43,0.430419464886097 + 0.391355795113968i
3,43.0625,0.447037622729451 + 0.369493235305966i
3,43.125,0.462323101094954 + 0.346851245440346i
3,43.1875,0.476230111040894 + 0.323522277621073i
3,43.25,0.488719591374308 + 0.299602564704982i
3,43.3125,0.499759619992521 + 0.275191662851694i
3,43.375,0.509325804318536 + 0.250391944837586i
3,43.4375,0.517401645241958 + 0.225308042727742i
3,43.5,0.52397886830021 + 0.200046238994345i
3,43.5625,0.529057715160869 + 0.174713805812984i
3,43.625,0.532647187820422 + 0.149418293074338i
3,43.6875,0.534765237347857 + 0.124266766629101i
3,43.75,0.535438888509043 + 0.099364999445796i
3,43.8125,0.534704291250856 + 0.0748166197051768i
3,43.875,0.532606689847042 + 0.050722221374195i
3,43.9375,0.529200300559116 + 0.027178444480514i
3,44,0.524548088994185 + 0.00427703411803698i
3,44.0625,0.518721438996147 - 0.0178961108857739i
3,44.125,0.511799705930689 - 0.0392618867720581i
3,44.1875,0.503869648655706 - 0.059748916345756i
3,44.25,0.495024736332115 - 0.0792944465909195i
3,44.3125,0.485364328535835 - 0.0978451942410998i
3,44.375,0.474992729870653 - 0.115358119854628i
3,44.4375,0.464018123420271 - 0.131801110074293i
3,44.5,0.452551390856546 - 0.147153547403733i
3,44.5625,0.440704830750232 - 0.161406747110001i
3,44.625,0.428590790491883 - 0.17456424185083i
3,44.6875,0.416320231074933 - 0.186641896389277i
3,44.75,0.404001247644613 - 0.197667837328407i
3,44.8125,0.391737571974726 - 0.207682186157292i
3,44.875,0.379627085676639 - 0.216736587964533i
3,44.9375,0.367760374731383 - 0.22489353275773i
3,45,0.356219356624266 - 0.232225471038505i
3,45.0625,0.345076010807016 - 0.23881372929317i
3,45.125,0.33439124186608 - 0.244747232505708i
3,45.1875,0.324213905977012 - 0.250121035679267i
3,45.25,0.314580050383347 - 0.255034649368946i
3,45.3125,0.305512506131443 - 0.25959013524276i
3,45.375,0.297021203298171 - 0.263890150984559i
3,45.4375,0.289104327445256 - 0.26803707943124i
3,45.5,0.281747616156695 - 0.272134138296171i
3,45.5625,0.274920171291127 - 0.27628287945215i
3,45.625,0.268575855272207 - 0.280576216350472i
3,45.6875,0.262658644312895 - 0.2850973291136i
3,45.75,0.257103889044576 - 0.289921054885522i
3,45.8125,0.251838346692575 - 0.295113260772634i
3,45.875,0.246781073632364 - 0.300729566538437i
3,45.9375,0.241844846467536 - 0.306814336662944i
3,46,0.236937757006284 - 0.313400016841263i
3,46.0625,0.231964851297941 - 0.320506753526569i
3,46.125,0.226829759795485 - 0.328142252745558i
3,46.1875,0.221436281760221 - 0.336301852187706i
3,46.25,0.215689890326582 - 0.34496878981054i
3,46.3125,0.20949912990833 - 0.354114657668593i
3,46.375,0.202776888039307 - 0.363700031002007i
3,46.4375,0.195441535943273 - 0.373675257291363i
3,46.5,0.187417939441268 - 0.383981379283413i
3,46.5625,0.178638340731416 - 0.394551156590322i
3,46.625,0.169043105807404 - 0.405310148805011i
3,46.6875,0.158581328831159 - 0.41617782925095i
3,46.75,0.147211287104567 - 0.427068707233598i
3,46.8125,0.134900746553082 - 0.437893443124052i
3,46.875,0.121627124155201 - 0.448559943604736i
3,46.9375,0.107377518300111 - 0.458974425362648i
3,47,0.0921486203851494 - 0.469042436140453i
3,47.0625,0.0759465217619994 - 0.478669823240609i
3,47.125,0.0587864300825429 - 0.487763641458476i
3,47.1875,0.040692308505123 - 0.496232994771569i
3,47.25,0.0216964501113854 - 0.503989808574421i
3,47.3125,0.00183899816273876 - 0.510949531346956i
3,47.375,-0.0188325793981674 - 0.517031765768898i
3,47.4375,-0.0402640548873238 - 0.522160828895151i
3,47.5,-0.0623950396882304 - 0.526266239164558i
3,47.5625,-0.085159609612158 - 0.529283126055611i
3,47.625,-0.108486945569746 - 0.531152558463746i
3,47.6875,-0.132301974748324 - 0.531821791926465i
3,47.75,-0.156525997592056 - 0.531244441396257i
3,47.8125,-0.181077290678571 - 0.529380591543712i
3,47.875,-0.205871682480144 - 0.52619685739714i
3,47.9375,-0.23082310405751 - 0.521666404729656i
3,48,-0.255844118036546 - 0.515768934929405i
3,48.0625,-0.28084642769966 - 0.508490635889321i
3,48.125,-0.305741365789034 - 0.499824099536985i
3,48.1875,-0.330440361130152 - 0.489768207245946i
3,48.25,-0.354855380780853 - 0.478327985441409i
3,48.3125,-0.378899345766155 - 0.465514434553603i
3,48.375,-0.40248651912779 - 0.451344334880577i
3,48.4375,-0.425532865698173 - 0.435840032968839i
3,48.5,-0.44795638357079 - 0.419029211947127i
3,48.5625,-0.469677407659074 - 0.400944648974578i
3,48.625,-0.490618886035972 - 0.381623962661758i
3,48.6875,-0.510706629958882 - 0.361109353026711i
3,48.75,-0.529869538636741 - 0.339447336271037i
3,48.8125,-0.548039799906959 - 0.31668847640502i
3,48.875,-0.565153068071592 - 0.292887115513531i
3,48.9375,-0.581148620201839 - 0.268101104232622i
3,49,-0.595969492261555 - 0.242391533797466i
3,49.0625,-0.609562596426435 - 0.215822470823293i
3,49.125,-0.621878820986805 - 0.188460695790972i
3,49.1875,-0.632873114219669 - 0.160375446026943i
3,49.25,-0.64250455359987 - 0.131638163792876i
3,49.3125,-0.650736401691729 - 0.102322249933843i
3,49.375,-0.65753615002119 - 0.0725028233749842i
3,49.4375,-0.662875552175023 - 0.0422564866060558i
3,49.5,-0.666730647308106 - 0.0116610971514641i
3,49.5625,-0.669081775162646 + 0.0192044551090711i
3,49.625,-0.669913583614936 + 0.0502604650263516i
3,49.6875,-0.669215029666219 + 0.0814266240425928i
3,49.75,-0.666979374685136 + 0.112622227295313i
3,49.8125,-0.66320417459069 + 0.143766376519163i
3,49.875,-0.657891265537453 + 0.174778179373413i
3,49.9375,-0.651046745529849 + 0.205576945881182i
3,50,-0.642680952250715 + 0.236082382708871i
3.1,25,0.61976453381463 - 0.70696427574347i
3.1,25.0625,0.590651201462613 - 0.733423905214199i
3.1,25.125,0.560310009840614 - 0.758570629810801i
3.1,25.1875,0.528811937408398 - 0.782346002553125i
3.1,25.25,0.496230480503503 - 0.804696349839693i
3.1,25.3125,0.462641267755057 - 0.825572821184058i
3.1,25.375,0.428121685239256 - 0.844931404514407i
3.1,25.4375,0.392750515444062 - 0.862732909735511i
3.1,25.5,0.356607592636627 - 0.878942923478588i
3.1,25.5625,0.319773476750124 - 0.893531738116838i
3.1,25.625,0.282329147438158 - 0.90647425820634i
3.1,25.6875,0.244355719493563 - 0.917749887529803i
3.1,25.75,0.205934180402074 - 0.927342399880929i
3.1,25.8125,0.167145150406117 - 0.935239796637113i
3.1,25.875,0.128068665094371 - 0.941434154035771i
3.1,25.9375,0.0887839802116719 - 0.945921462902254i
3.1,26,0.0493693981033252 - 0.948701463382754i
3.1,26.0625,0.00990211496806566 - 0.949777477020893i
3.1,26.125,-0.0295419121054149 - 0.949156238288475i
3.1,26.1875,-0.0688880795037808 - 0.94684772744515i
3.1,26.25,-0.10806323416513 - 0.942865006363823i
3.1,26.3125,-0.146995754763748 - 0.937224058723041i
3.1,26.375,-0.185615618459055 - 0.929943635738225i
3.1,26.4375,-0.223854454693707 - 0.921045108383529i
3.1,26.5,-0.261645587530128 - 0.910552326847808i
3.1,26.5625,-0.298924067997355 - 0.898491487773519i
3.1,26.625,-0.335626697884324 - 0.884891009647445i
3.1,26.6875,-0.371692046364313 - 0.869781416548022i
3.1,26.75,-0.407060460771312 - 0.853195230305763i
3.1,26.8125,-0.441674072775222 - 0.835166871001076i
3.1,26.875,-0.475476801121282 - 0.815732565607131i
3.1,26.9375,-0.508414352012062 - 0.794930264484122i
3.1,27,-0.540434218119912 - 0.772799565344161i
3.1,27.0625,-0.571485677125061 - 0.749381644232753i
3.1,27.125,-0.601519790581432 - 0.724719193012094i
3.1,27.1875,-0.630489403819537 - 0.69885636278245i
3.1,27.25,-0.658349147504565 - 0.671838712639745i
3.1,27.3125,-0.685055441378781 - 0.643713163139016i
3.1,27.375,-0.710566500631127 - 0.614527953813911i
3.1,27.4375,-0.734842345253936 - 0.584332604090727i
3.1,27.5,-0.75784481266721 - 0.553177876931158i
3.1,27.5625,-0.779537573815384 - 0.521115744539596i
3.1,27.625,-0.799886152869692 - 0.488199355478536i
3.1,27.6875,-0.818857950601612 - 0.454483002547949i
3.1,27.75,-0.836422271429168 - 0.420022090801444i
3.1,27.8125,-0.852550354078146 - 0.384873105092783i
3.1,27.875,-0.86721540574454 - 0.349093576570421i
3.1,27.9375,-0.880392639592663 - 0.312742047564961i
3.1,28,-0.892059315375222 - 0.275878034344216i
3.1,28.0625,-0.902194782917316 - 0.238561987242671i
3.1,28.125,-0.910780528165494 - 0.200855247706374i
3.1,28.1875,-0.917800221465779 - 0.162820001830252i
3.1,28.25,-0.923239767700802 - 0.12451923000256i
3.1,28.3125,-0.927087357885817 - 0.0860166523098313i
3.1,28.375,-0.929333521796298 - 0.0473766693963765i
3.1,28.4375,-0.929971181176099 - 0.00866429851317659i
3.1,28.5,-0.92899570305469 + 0.0300548954666122i
3.1,28.5625,-0.926404952684669 + 0.0687148742455063i
3.1,28.625,-0.922199345596773 + 0.107249205649472i
3.1,28.6875,-0.91638189825864 + 0.145591148618288i
3.1,28.75,-0.90895827681598 + 0.183673743686955i
3.1,28.8125,-0.8999368433902 + 0.221429908962434i
3.1,28.875,-0.889328699405144 + 0.258792541555653i
3.1,28.9375,-0.877147725417374 + 0.295694624384691i
3.1,29,-0.863410616929208 + 0.332069338221399i
3.1,29.0625,-0.848136915671695 + 0.367850178810518i
3.1,29.125,-0.831349035855645 + 0.402971078847921i
3.1,29.1875,-0.813072284902817 + 0.437366534563114i
3.1,29.25,-0.79333487818634 + 0.470971736610534i
3.1,29.3125,-0.772167947329173 + 0.503722704935099i
3.1,29.375,-0.749605541632153 + 0.535556427239587i
3.1,29.4375,-0.725684622228511 + 0.566411000645234i
3.1,29.5,-0.70044504858971 + 0.596225776102682i
3.1,29.5625,-0.673929557038069 + 0.62494150507785i
3.1,29.625,-0.646183730954526 + 0.652500488007146i
3.1,29.6875,-0.617255962405128 + 0.678846723988415i
3.1,29.75,-0.587197404947094 + 0.703926061148573i
3.1,29.8125,-0.556061917414823 + 0.727686347105829i
3.1,29.875,-0.523905998526964 + 0.750077578924516i
3.1,29.9375,-0.490788712198807 + 0.77105205194301i
3.1,30,-0.456771603488171 + 0.790564506841096i
3.1,30.0625,-0.421918605148499 + 0.808572274302025i
3.1,30.125,-0.386295934809362 + 0.825035416616497i
3.1,30.1875,-0.349971982851974 + 0.839916865571206i
3.1,30.25,-0.313017191095165 + 0.853182555963435i
3.1,30.3125,-0.275503922455762 + 0.864801554085365i
3.1,30.375,-0.23750632179587 + 0.874746180527542i
3.1,30.4375,-0.199100168217973 + 0.882992126660328i
3.1,30.5,-0.160362719117055 + 0.889518564165082i
3.1,30.5625,-0.121372546346626 + 0.894308247003417i
3.1,30.625,-0.0822093649022006 + 0.897347605233115i
3.1,30.6875,-0.0429538545717807 + 0.898626830103155i
3.1,30.75,-0.00368747504706794 + 0.898139949887801i
3.1,30.8125,0.035507724967926 + 0.895884895950784i
3.1,30.875,0.0745493040734509 + 0.891863558565206i
3.1,30.9375,0.113354629299697 + 0.886081832052865i
3.1,31,0.151841081389415 + 0.878549648848111i
3.1,31.0625,0.189926263551987 + 0.869281002135962i
3.1,31.125,0.227528212973408 + 0.858293956761944i
3.1,31.1875,0.264565614339878 + 0.845610648161681i
3.1,31.25,0.300958014609797 + 0.831257269111607i
3.1,31.3125,0.336626038250166 + 0.815264044157779i
3.1,31.375,0.371491602138678 + 0.797665191637749i
3.1,31.4375,0.405478129323325 + 0.778498873269969i
